GSM1014798_AFX_1_N1.CEL.gz,GSM1014799_AFX_1_N2.CEL.gz,GSM1014800_AFX_1_N3.CEL.gz,GSM1014801_AFX_1_N4.CEL.gz,GSM1014802_AFX_1_N5.CEL.gz,GSM1014803_AFX_1_T1.CEL.gz,GSM1014804_AFX_1_T2.CEL.gz,GSM1014805_AFX_1_T3.CEL.gz,GSM1014806_AFX_1_T4.CEL.gz,GSM1014807_AFX_1_T5.CEL.gz,GSM1014808_AFX_2_N1.CEL.gz,GSM1014809_AFX_2_N2.CEL.gz,GSM1014810_AFX_2_N3.CEL.gz,GSM1014811_AFX_2_N4.CEL.gz,GSM1014812_AFX_2_N5.CEL.gz,GSM1014813_AFX_2_T1.CEL.gz,GSM1014814_AFX_2_T2.CEL.gz,GSM1014815_AFX_2_T3.CEL.gz,GSM1014816_AFX_2_T4.CEL.gz,GSM1014817_AFX_2_T5.CEL.gz
5.191212,5.0567825,5.6802515,5.70548,5.26896,5.9594465,7.5056325,6.8267735,6.997847,5.1210385,5.1755265,4.853261,5.698732,5.482671,5.550611,6.162812,7.2912795,6.866908,7.216342,5.611979
4.580509,4.383417,4.664716,5.0130745,4.208679,4.6799575,4.60113,5.895615,5.033823,4.651537,4.610146,4.3711785,4.7929405,4.9209175,4.3103725,4.756611,4.65511,5.9459335,4.874534,4.657218
7.612437333,7.046022667,7.316229667,6.876675333,7.293481333,7.184483,7.173523667,6.997272333,7.269504333,7.188087667,7.530774,6.67322,7.150378,7.002164,7.639122667,7.148136667,7.111919,7.118673333,7.358047667,7.101036333
9.947944,10.227865,9.536262,9.805942,9.915414,9.96612,10.269777,10.113657,10.685699,10.031008,9.835029,10.102054,9.510468,9.812427,9.998735,10.079063,10.195664,10.319681,10.673632,9.980083
4.1651024,4.0975238,3.9015012,4.1703582,4.220229,3.9448486,3.9581728,4.1690844,4.2773192,3.8236666,4.2366082,4.2665508,4.0285812,4.0859904,4.122808,4.1724118,3.9436318,4.3059772,4.1897538,4.1806208
3.494737,3.7823805,3.644116,3.531514,3.800747,3.690577,3.697574,3.752413,3.8182665,3.7761865,3.5292985,3.918416,3.645933,3.3923435,3.4667355,3.5915065,3.418453,3.522858,3.4305115,3.904261
3.662875,3.9043406,3.6577782,3.907926,3.7492614,3.659776,3.7646078,3.7491766,3.765156,3.9553792,3.7870888,3.8540628,3.6982706,3.771024,3.5163984,3.6483234,3.6994292,3.546663,3.3435744,3.698517
3.709329667,3.679174333,3.581681333,3.742090333,3.942602667,3.529305667,3.441182333,3.605020333,3.530718,3.889376333,3.781359,3.812032667,3.686791,3.581404667,3.657508,3.412874,3.530523,3.639712,3.519368333,3.499842667
4.76601,4.6655805,4.8381835,5.145903,5.0216005,5.196174,5.935698,5.436103,5.6976905,5.5352615,4.795278,4.779665,4.655868,5.218877,5.2450165,5.4843675,5.9437835,5.7887195,5.692188,5.5538045
3.863235,3.852378,3.873203,3.889019,3.9601005,3.945477,3.7198355,3.7225355,3.8469935,4.0902845,3.788906,3.996724,4.0362825,3.772931,3.7051395,3.4535255,3.640944,3.5486225,3.5899935,3.5879945
6.982065,6.523656,6.556241,6.594328,7.12521,6.330374,6.229083,6.175872,5.606187,5.352894,7.050784,6.671852,6.54023,6.683803,7.184519,6.191064,6.097373,6.203072,5.960159,5.764139
5.053239,4.6583265,4.7670605,5.1482495,5.034083,5.6153265,5.301788,5.514007,5.35751,5.969098,5.2013425,4.7671035,4.689588,5.022258,4.86486,5.192152,4.950364,5.2449075,5.4421275,6.056758
4.097637,3.678978,3.509898,3.820968,3.607682,3.224476,3.431307,3.66417,3.200494,3.153395,4.249246,3.777491,4.228431,3.747401,3.237699,4.256745,3.874716,4.066947,3.357126,3.954285
5.398366667,5.624281,5.213695333,5.501114333,5.384571,5.275307333,4.831504,5.108721,4.901458,5.303307333,5.327597333,5.520656667,5.212083,5.194158667,5.489781667,5.113508667,4.755925667,5.114471,4.947983667,5.216479667
3.686848,3.463063,4.207826,3.402464,3.36038,3.7583875,3.592339,3.7084985,3.3512485,3.529303,3.435249,3.5977315,3.848106,3.070775,3.3146295,3.6066285,3.3083795,3.771075,2.977456,3.2927755
3.4498875,3.584712,3.4112935,3.7367095,3.6828935,3.533537,3.3807845,3.323397,3.598612,3.5204155,3.4810645,3.967756,3.5091525,3.4420255,3.5095745,3.5785275,3.448657,3.413705,3.6524585,3.769999
6.8771505,7.19223425,6.60915175,6.69857275,6.86058525,6.535803,6.55511425,6.590496,6.4471615,5.76373475,6.919746,7.15123275,6.65824725,6.530198,6.96081675,6.69783025,6.538585,6.61775625,6.51149825,5.62719225
3.7976816,3.8226358,3.971115,4.0347204,3.9735154,3.8494782,3.8067676,3.7463698,3.870728,4.0328566,3.8664386,4.0193102,4.059441,3.9764738,3.745984,3.7570292,3.7692412,3.819295,3.8555922,4.1886088
10.085228,9.69057775,9.81275125,9.5838345,10.0608095,9.92613525,10.10139625,9.9373245,9.673283,9.56113175,10.11997275,9.57708425,9.77537925,9.5426365,10.069368,9.930442,10.128994,9.95281275,9.68999475,9.6476695
5.780014,5.4028835,5.9293125,5.905434,5.4927925,5.960526,5.5571585,6.261853,6.525635,6.186792,5.8547655,5.5168675,5.9432565,5.896037,5.6200275,6.1412955,5.5447505,6.23787,6.5655355,6.3936155
4.323592,3.943052,5.386408,3.910442,3.849265,3.66328,3.04322,2.705645,2.867888,3.370064,4.537239,4.088345,5.343039,3.898365,3.831492,3.677001,2.909069,3.187329,2.491033,2.53991
6.0165185,6.519202,5.6232195,6.16827025,5.94810275,5.13089,5.229982,4.403768,3.15326725,3.4101765,6.06424625,6.2985665,5.542927,6.184887,6.1186095,4.9110555,5.053095,4.2934675,3.188164,3.165496
11.412566,10.480525,12.171599,10.662026,10.775496,10.534133,9.202418,9.004803,3.513696,6.159302,11.372246,10.414714,12.216319,10.824207,10.785765,10.484349,9.280585,9.073045,3.914784,6.091035
3.10162025,3.0718495,3.097431,2.93406575,2.86590825,3.1179365,3.0080995,2.9540975,2.964566,3.02075925,2.89737675,3.042911,3.09965075,2.81958225,2.82796275,3.0210835,2.8631225,2.864536,2.83366825,2.9693755
9.544751,9.4381305,9.8999435,9.198446,9.620384,9.3454475,8.9754055,8.9699115,8.4731255,9.1907665,9.559898,9.285296,9.9176935,9.214656,9.820749,9.039193,8.917326,8.989774,8.394867,9.107494
5.917331,5.613887,6.1016835,5.219829,6.541232,5.0773905,5.640729,4.0921375,3.028344,4.370869,6.032874,5.9259585,6.0697875,5.402379,7.1366695,5.089149,5.7849045,4.2927505,3.6494045,4.822287
3.058891,2.80284,2.70242,2.844527,2.779075,2.801728,2.786464,2.725427,2.767087,3.209398,2.619643,2.830261,2.6436,2.879343,2.947083,2.578274,2.752987,2.617742,2.591652,2.615724
6.31716,6.528581,7.2593775,6.948335,6.5614075,6.6026405,6.4079575,6.726683,6.662461,7.245487,6.313415,6.364253,7.411247,6.732568,6.338588,6.2948915,6.541212,6.8145135,6.8748055,6.8108705
8.662933,8.224021,8.373706,9.16656,7.848752,8.864283,9.169685,8.175632,8.271285,6.508931,8.599641,8.060561,8.322987,9.142585,7.89619,8.774153,9.08947,7.930377,8.204357,6.484177
3.846047,3.904389,3.7831795,4.0590485,3.7767965,4.028014,3.920358,3.857787,3.974177,4.076612,3.9487085,3.994253,4.037023,3.9401015,3.9294585,4.2811625,4.024137,4.058396,3.9396905,4.2200035
6.721197,8.17933,8.225967,8.278492,7.616359,7.109351,6.956081,6.698292,7.61018,6.959189,6.93549,7.952294,8.391733,8.318415,7.892902,7.334765,7.155348,6.89008,7.588124,7.352124
4.052341,3.0308845,4.021614,4.8135015,3.754497,3.4725225,4.4548055,4.055536,4.7398605,3.230649,4.113348,3.6522165,3.8705445,4.636656,3.7493275,3.586911,4.572889,4.230996,5.250772,3.067904
3.655691667,3.365716333,3.55666,3.705137333,3.749612667,3.678355,3.868736333,3.630469333,3.690044,3.566591667,3.601088667,3.796897,3.608785667,3.750800333,3.603885667,3.687543,3.845023667,3.781346,3.902315667,3.220402
7.437639,7.576478,7.434902,7.433865,7.480609,7.589701,8.170502,7.88124,8.070021,6.827444,7.478928,7.468656,7.295485,7.501268,7.578552,7.540832,7.964376,7.892881,8.188824,7.143378
9.960439,9.456781,9.682325,9.516816,9.864075,9.995425,9.797281,10.41367,10.06939,9.461524,9.975081,9.417679,9.721533,9.487717,9.949703,10.067472,9.870628,10.618439,9.983007,9.63194
3.399965,3.068507,3.1815335,3.149281,3.2169805,3.165143,3.149599,3.1906645,3.273245,3.425022,2.954999,3.025862,2.9495395,2.9036375,2.984303,2.9754125,2.9718335,2.8580005,3.1244135,3.292036
2.901242,3.100378,2.845694,2.828466,3.391721,3.098003,3.090593,3.173812,2.831902,3.422203,2.675444,2.989848,3.006539,2.788234,2.965525,3.166444,2.803692,2.969418,2.762096,2.663832
2.7252355,2.6589915,2.7534755,2.69237475,2.76932875,2.68753175,2.74302725,2.8263585,2.77388325,2.764427,2.59148775,2.77777625,2.74457675,2.705804,2.62681175,2.77600825,2.701863,2.77115375,2.50823975,2.7987775
6.0356,6.938292,7.693191,6.143612,6.378831,6.176174,5.806775,6.182568,4.793656,3.512065,5.989419,6.592695,7.610675,6.029584,6.540403,6.087042,5.652128,6.184145,5.103445,3.782168
4.560271,4.872024,4.665965,4.883698,4.853421,4.920973,4.748534,5.141139,5.016825,4.883391,4.406003,4.660157,4.99933,4.773697,4.511972,4.72933,4.751978,4.723372,4.661531,4.537586
4.732569,4.822565,4.365147,5.317134,4.937962,4.859313,5.266576,5.268049,5.432351,5.516522,4.386445,4.68746,4.169267,4.760724,4.490847,4.894055,5.101188,5.264973,5.123425,5.328607
3.186573333,3.549956,3.046872333,3.202370333,2.924547667,2.955785,2.660338667,2.995622333,2.827796,3.145941333,3.303147667,3.121625,3.003358333,3.477215,3.024737667,3.000426333,2.698353333,2.956438333,2.532359667,3.049895333
5.209886,4.616922,4.806682,4.869066,4.889515,4.747586,4.04309,4.224529,4.614048,4.314868,5.56133,4.812938,4.700551,5.269003,5.180971,4.839948,4.199558,5.025382,4.263089,3.331744
4.1044785,4.104579,4.2441295,4.2869235,4.269215,4.099335,4.0544915,4.0384865,4.257277,4.5033935,4.5566435,4.307231,4.3803895,4.1747015,3.9789775,4.3625995,4.029391,3.981392,3.743676,4.7824035
5.870774667,6.028127667,6.065976,6.150177333,5.951768667,5.959058,5.970208667,5.873063667,6.051590333,6.083950333,5.742831,6.020114333,6.027885333,5.903856667,5.786187333,5.847708333,6.082252333,5.843373,5.92097,6.087437
4.570358667,4.69688,4.389434333,4.637332667,4.62783,4.687820667,5.878809667,4.513917333,6.549325667,4.356985667,4.724942,4.763182333,4.475606667,4.961038667,4.616083667,5.055894,5.807055667,4.595718333,6.485667,4.471036667
9.0607175,8.829958,9.2870215,9.297942,9.169354,9.127219,9.6652925,9.394834,9.618059,9.1545255,9.062075,8.840914,9.337546,9.2773615,9.3316105,9.340726,9.747505,9.468717,9.673172,9.3339925
4.8925265,4.7723075,5.0555455,4.9088885,4.908802,5.0188395,4.73004,4.929757,5.382428,5.010613,5.1253735,4.7314045,5.110638,4.9547385,4.9147095,4.952524,4.972646,4.9772545,5.4659205,4.9278695
4.8895225,4.73721025,4.8001485,4.97174325,4.645839,4.47543575,4.61627125,4.8315505,4.88231975,4.75476875,4.7157995,4.9931755,4.9875495,4.823937,4.91470375,4.98552925,4.752587,5.04652475,4.921661,5.1640885
6.7243565,6.7679095,6.653484,6.7106155,6.712125,6.6885545,6.522281,6.465636,6.6797835,6.09537725,6.62767325,6.71352325,6.536921,6.710826,7.01398575,6.8623555,6.46958975,6.23763025,6.770319,6.27497475
6.668983,7.116549,6.569212,6.750408,6.836146,6.261024,6.712048,6.387851,7.015988,6.216762,6.62453,6.619263,6.750408,6.857331,6.848547,6.639573,6.671026,6.256911,6.820396,6.300642
7.951154,8.414376,7.8574445,8.099573,8.1398225,7.8775945,7.992456,7.499619,7.783194,8.496634,7.8243225,8.386152,7.888372,8.0810635,8.237702,7.910339,7.944449,7.517753,7.930487,8.5755445
7.042893,7.203675667,7.011244667,7.000146,7.162774,6.935281333,6.9568,5.887658667,6.634239333,6.026106333,7.097366667,7.147696667,6.954171,7.097983333,7.549087667,7.047173667,6.958596667,5.981920667,6.934505,6.20336
7.085906,7.717327,6.641035,7.360634,7.075595,8.403646,7.930053,10.171612,10.290412,7.226612,7.058028,7.330388,6.415042,7.358058,7.207751,8.599048,7.807253,10.018149,10.361622,7.318385
