GSM1014798_AFX_1_N1.CEL.gz,GSM1014799_AFX_1_N2.CEL.gz,GSM1014800_AFX_1_N3.CEL.gz,GSM1014801_AFX_1_N4.CEL.gz,GSM1014802_AFX_1_N5.CEL.gz,GSM1014803_AFX_1_T1.CEL.gz,GSM1014804_AFX_1_T2.CEL.gz,GSM1014805_AFX_1_T3.CEL.gz,GSM1014806_AFX_1_T4.CEL.gz,GSM1014807_AFX_1_T5.CEL.gz,GSM1014808_AFX_2_N1.CEL.gz,GSM1014809_AFX_2_N2.CEL.gz,GSM1014810_AFX_2_N3.CEL.gz,GSM1014811_AFX_2_N4.CEL.gz,GSM1014812_AFX_2_N5.CEL.gz,GSM1014813_AFX_2_T1.CEL.gz,GSM1014814_AFX_2_T2.CEL.gz,GSM1014815_AFX_2_T3.CEL.gz,GSM1014816_AFX_2_T4.CEL.gz,GSM1014817_AFX_2_T5.CEL.gz
5.810931,5.607396,5.43002,5.508925,5.598131,5.8268,5.689956,5.757495,5.936637,5.626695,5.704531,5.484199,5.379485,5.413762,5.652318,5.772216,5.633846,5.760156,5.92421,5.905
7.694292,3.850972,8.341928,8.357854,5.714289,4.11845,5.678545,4.366903,3.309766,3.191078,7.55606,3.875894,8.423574,8.413539,6.441602,4.598086,5.310446,4.868181,3.316879,3.741913
3.968418,4.017259,4.252765,4.1661555,3.8963655,4.080714,3.9296715,3.83675,4.0753585,4.0364255,3.627048,3.502308,3.800692,3.7985535,3.886219,3.7860575,3.5960465,3.7333565,3.8923185,4.247738
3.069545,2.81768,2.996408,3.182906,3.119926,3.051835,2.760194,2.871728,3.329306,3.634487,2.866498,3.020479,3.078142,2.929847,2.716319,3.091025,2.996121,2.876887,3.020479,3.2208
5.809940333,5.827428,5.458377,5.582355,5.735714667,5.488276333,5.939989667,6.231223667,6.126101333,4.981690667,5.857037333,5.784708333,5.480793667,5.656539,6.015151333,5.726986667,5.951736,6.342741667,6.301750667,5.191435667
7.20976,7.226266,7.693191,7.734761,7.800113,7.163439,8.099641,7.2473,7.745199,7.687695,7.335444,6.947012,7.778339,7.673413,7.882029,7.473073,8.174987,7.590806,7.77351,7.871374
6.2851645,6.358789,6.801855,6.6315845,6.6325655,6.2378375,6.1317645,5.92003,5.6781525,5.8948905,6.1095575,6.391345,6.737132,6.6423285,6.706168,6.2897985,5.917355,5.628995,5.786941,5.8963085
5.093671,5.153192,5.013927,5.381559,5.206088,4.609284,4.849601,4.354119,4.343739,4.6722,4.699394,4.96741,4.764991,5.020408,5.262525,4.93268,5.024284,4.03719,4.319925,3.905423
7.036335,7.397441,6.708154,7.299659,6.806669,6.663332,7.225297,6.322091,6.676751,6.399059,7.170961,7.421849,6.721804,7.522026,7.272126,7.239909,7.456217,6.44336,6.789768,6.484204
3.5110865,3.28727,3.384443,3.566792,3.7026255,3.570067,3.961551,3.5743605,3.526417,3.6706895,3.590689,3.6565005,3.406331,3.7970075,3.6435965,3.576453,4.1612895,3.8809505,3.59509,4.0505435
5.7050215,6.0211575,5.721962,6.056294,5.2293485,6.0257835,7.2788405,6.0644055,6.759386,5.7874295,5.897746,5.965269,5.7125875,5.965957,5.464397,6.746464,7.5166815,6.4190955,6.6840145,5.843239
4.018133,4.023718,4.027532,4.001646,3.757284,3.942177,4.031444,5.808457,4.844488,4.291624,3.848585,3.934865,3.873286,3.934085,3.730334,4.562124,3.7659,5.358142,4.650257,4.018133
5.428032333,5.133982,4.833206667,5.468634,5.213909667,6.833126333,6.886170667,8.166359333,8.650823333,5.660486667,5.391592667,5.724139667,5.113189333,5.328893667,5.440239333,7.019089,6.696356667,8.297694667,8.805186667,5.887734667
8.8421342,9.8667854,9.0761964,8.8024584,9.061284,7.7999812,7.6856226,7.437621,7.5424528,7.2189416,8.7635258,9.9709286,9.1770732,8.76113,9.1864522,8.097217,7.7510936,7.5529488,7.424528,7.3015722
3.047348,3.115383,3.014461,2.931983,3.429351,3.373214,2.781898,2.932148,2.931983,3.655013,3.30725,3.532712,3.405192,3.031003,2.78633,2.925811,3.010296,2.59104,2.857761,3.084062
3.9506648,3.9582396,4.115831,3.7958392,3.9952448,4.2253506,4.3430656,5.1110204,4.2257488,4.8502344,3.839043,4.0834082,4.0638094,4.0712388,3.9056646,4.359754,4.4781158,5.0229998,4.5166022,4.7941952
7.321088333,7.059773333,7.891721667,8.115276667,7.520916333,7.921189667,8.68299,8.281722,8.593102,8.947932667,7.238679333,6.761831667,7.887742,8.142964333,7.777978333,8.060443667,8.652384667,8.434960667,8.681241667,9.142586333
8.407393,8.787862,8.780072,8.808667,8.592884,9.072326,9.118064,8.327333,9.336908,10.486659,8.306516,8.615324,8.793953,8.93938,8.77854,9.127504,8.907003,8.427889,9.277839,10.598363
6.335895,5.343552333,6.439430333,6.509814667,5.470651,6.195038,6.692656667,6.751107,5.791952333,5.802595333,6.256020667,5.220543667,6.421782,6.417862333,5.387449,6.072357333,6.518463,6.501438667,5.795142667,5.877722667
3.4994155,3.226576,3.829106,3.893855,3.4543885,3.7390685,3.591858,3.402839,3.338926,3.580193,3.651408,3.382475,3.760936,3.809428,3.205351,3.4085315,3.3542465,3.4107945,3.2195485,3.5110745
5.411557,5.780926,5.834703,5.823227,5.529809,5.497524,6.452328,5.900736,5.247776,5.813065,4.953639,5.446784,5.83534,5.709943,5.578934,5.555054,6.367866,6.114546,5.067473,5.971123
6.345214,6.163796,6.313787,6.373576,6.372333,5.945255,6.704944,5.950539,6.17004,4.716911,6.384205,5.995833,6.053586,6.37015,6.832992,6.367156,6.482318,6.036149,6.27706,4.83574
3.788006,3.82264,3.873833,3.9976355,3.78405,3.676828,3.5170425,3.599929,3.548122,3.648554,3.4269135,3.7386885,3.7972095,3.707385,3.5197005,4.067961,3.685948,3.590026,3.4501625,3.6626575
5.5634652,5.421917,5.0032546,5.3442022,5.1757634,5.2420984,5.6834722,6.4872808,6.6582258,6.610245,5.4046514,5.4492656,4.9693826,5.3925414,5.2528422,5.1134612,5.4202386,6.5375358,6.4791448,6.3278354
8.578172,8.850854,9.291523,8.850601,8.892576,8.580805,8.734672,9.221049,8.856958,9.781816,8.649341,8.732372,9.173237,9.030258,9.050234,8.775626,8.645325,9.048825,8.76194,9.953299
2.508539,2.6654655,2.5289815,2.5214885,2.510701,2.524185,2.442276,2.6441445,2.870487,2.8710725,2.403002,2.68731,2.587951,2.5341145,2.465861,2.715944,2.350147,2.7939515,2.681633,2.6606
8.627883,8.535741,8.770379,8.604034,8.240883,8.880219,8.234036,9.81106,9.036653,10.165138,8.723234,8.14584,8.568844,8.599716,8.266081,8.485783,8.080237,9.721112,8.986108,10.060232
4.807724571,4.935402857,4.754084,4.998692857,5.051187857,5.029398286,5.102057143,4.969967286,5.360758857,4.940638429,4.899876571,5.075869429,4.725296714,4.858054286,4.951408286,4.901324143,5.046505714,4.893428143,5.253624714,4.845944429
8.231741,8.4305865,7.988261,8.6056585,8.2657665,7.5714215,7.485971,5.9611245,5.8248095,7.2295695,8.286315,8.3137055,7.976272,8.612083,8.434024,7.567066,7.3398785,6.074481,6.208527,7.2688835
4.264954,4.503374,4.752554,4.162226,5.061857,4.262193,3.767776,3.725378,4.075849,3.824872,4.82591,5.044987,4.810217,4.227803,4.650825,4.533558,4.027021,3.953628,3.294721,4.21333
6.750256,5.672697,6.046314,6.67981,6.516169,6.764559,8.901493,9.504387,8.403251,7.583073,6.781129,5.725232,5.76006,6.646556,6.789256,7.289677,8.90263,9.908054,8.646346,7.861476
4.828544,3.963957,4.584045,4.1128205,4.48803,4.138965,4.5156275,3.442312,3.160409,3.3860885,4.814751,3.749293,4.2259445,4.6757885,4.710075,3.860576,4.5458105,3.595823,3.158635,3.5414395
3.768160333,3.681518667,4.185113,4.145532,3.916501667,3.784748,3.822859333,3.746129667,3.698074,4.031560333,3.897467333,3.751352667,4.129389,4.037083667,3.718501,3.71077,3.980018333,3.585887667,3.691093,3.712155667
4.265051,4.28725325,4.37952575,4.6102525,4.48512025,4.20410525,6.49373875,5.8298385,5.004521,4.202808,4.323021,4.37079375,4.40144175,4.55261225,4.48257025,4.5430055,6.287282,6.086542,4.899547,4.68072925
3.896239667,3.973776,4.055087,4.054893667,4.104571333,3.967642333,3.846409,3.781517,3.747097,4.034729,4.157888667,3.620796,3.990243667,4.003866667,4.173062,4.20688,3.963937333,3.827976333,4.020348333,4.219804667
7.7185575,7.647478,7.436724,7.1208445,7.2992565,7.346926,6.730449,7.07164,6.983333,7.308058,7.6734495,7.3717235,7.48571,7.1860315,7.357568,7.1914905,6.744922,7.181043,7.1535635,7.273956
2.731777667,2.773275,2.778656,2.829926667,2.85069,2.751613667,2.678578667,3.383363667,2.913215,2.847002,2.866154,2.915631,2.892848667,2.776609667,2.645366667,3.026399,2.851667333,3.431369333,2.921213667,3.006378
6.0572508,5.892271,5.3785004,5.20331,5.5332544,5.897871,6.2015546,6.5512628,6.2277614,5.306349,6.1910736,5.6718654,5.2634302,5.4279604,5.888719,5.8655806,6.1779786,6.6158882,6.3789678,4.8930894
5.110226,5.263579,4.524567,4.505426,4.740727,4.457862,3.954285,4.063144,3.691702,3.45885,5.181292,5.108199,4.128547,4.087262,4.90152,4.407068,3.932484,3.749076,3.425702,2.828215
5.698228,5.585213,5.994757,6.076381,6.064941,6.147482,6.726351,5.869353,6.467215,6.592874,5.774605,5.545514,5.662077,5.924533,6.011279,5.803429,6.692895,5.703482,6.763145,6.687504
5.306580333,5.618697667,6.042941333,5.713677667,5.427108,5.433374,5.417671333,5.399023,5.488663333,6.127862,5.263529,5.5673,6.009225667,5.757866,5.777859333,5.36746,5.324992667,5.487074,5.506619,6.28859
7.2743735,7.098084,6.7717425,6.9075605,6.772745,7.0642995,7.2247345,7.7253575,6.891651,7.423753,7.174465,6.8214775,6.6504455,6.954143,6.8959025,6.796068,7.3388955,7.6827935,7.0497295,7.4011535
5.7941645,5.9951645,5.355345,6.2585375,5.9070125,6.6667295,5.392907,4.8096015,7.799008,3.6613665,5.890482,5.9228,5.1645535,6.504713,6.194908,6.673484,5.2509055,4.7688235,7.9108455,3.815371
8.850462,8.402597,8.4600805,8.701119,8.3548295,8.5752,9.02601,8.3598415,8.8449115,8.0568285,8.8079485,8.3366745,8.40797,8.6864845,8.4924305,8.5350125,9.1238085,8.3480205,8.9785285,8.294813
4.725614,5.0878325,4.576191,5.2314375,4.9674435,4.992543,4.673839,5.2619395,5.299147,6.1660775,4.8631765,5.3908205,4.559432,4.9056595,4.827905,5.33364,4.8357585,5.3856355,5.117173,6.2093475
4.8730039,5.0557084,4.4848259,4.4134096,4.6531906,4.6910005,4.9710019,4.5160707,4.4269531,4.4008328,4.9244663,5.1144653,4.4122669,4.5278315,4.7441206,4.7662892,4.9830032,4.6029454,4.4954005,4.5815761
2.786464,2.416151,2.395846,2.586574,2.579264,2.24319,2.428539,2.677325,2.581459,2.486658,2.475023,2.523426,2.652786,2.726342,2.409793,2.537966,2.522457,2.665657,2.450726,2.761158
6.415786,6.295403,6.328094,6.166875,5.916146,6.612612,6.755255,6.888835,6.316837,5.330032,6.228396,5.483997,6.20816,6.345855,6.456091,6.474299,6.385345,6.936414,6.709287,5.294119
6.467499,6.711766,7.324455,6.381278,7.007053,6.982635,6.425973,7.055225,6.499564,6.786734,6.724811,6.262841,7.258058,6.531337,7.122742,6.608068,6.381278,6.792053,6.776816,6.36822
3.345458,3.402685,3.450599,3.376248,3.459744,3.703043,3.323249,3.484613,3.60172,3.652468,3.381757,3.629792,3.460748,3.125493,3.028139,3.565829,3.541715,3.301986,3.586798,3.543232
4.9848925,6.037227,5.906501,5.4858765,5.7357175,5.5796375,6.2487775,5.8515905,5.8378175,5.9134455,5.190761,5.867696,5.764654,5.6655905,5.679433,5.1350775,6.0250705,5.5237465,5.870529,5.846949
4.004914333,4.163697333,4.332930333,3.807623333,4.096613333,3.991072,4.517419333,4.803302667,3.864278667,4.651242,4.269648,3.956861,4.144802,4.097663,4.519626333,4.273416667,4.702026333,4.878074333,4.231478667,4.463544
2.811129,3.2269775,3.363632,2.9368325,3.164455,3.372491,4.3244705,4.092153,4.0080965,4.371027,2.9208565,3.4185945,3.4225345,3.1811225,3.6176845,3.505934,4.5605135,4.1333595,4.0769365,4.3824555
2.631178,2.591696,2.688227,2.516134,2.481325,2.57967,2.699879,2.282927,2.637195,2.43082,2.530937,2.494705,2.440208,2.380646,2.407326,2.363691,2.432805,2.573055,2.38015,2.272963
5.20294975,4.996184,4.8221945,4.89191125,4.96266275,5.1510405,5.78842875,5.412937,5.3741815,5.0863845,5.197409,5.09565675,4.7177375,4.904721,5.063638,5.126335,5.8694085,5.51461,5.28017525,5.00831325
7.19419575,6.5675905,6.661981,6.79475275,6.501557,6.57778925,7.144596,6.745361,6.50152925,6.08239325,7.006415,6.21889675,6.2848255,6.54070725,6.60904025,6.4647445,6.895191,6.70376975,6.42640375,5.76901525
3.0349025,2.861794,2.957732,3.111734,3.086474,2.8841755,2.8638075,2.9149055,3.077671,3.0869055,2.998825,3.013235,2.980863,2.9561985,2.655535,3.1392275,2.858282,2.967065,3.0601415,3.339667
10.017935,9.318029,9.72676,9.304231,9.379023,8.976288,9.099572,9.252576,8.892626,8.2625,9.945178,9.239259,9.699746,9.213277,9.59036,9.150164,9.029929,9.362684,8.99049,8.169654
5.751154,5.564026,5.760162,5.379559,5.843741,5.088044,5.218632,5.432968,5.336553,5.025382,5.724657,5.329495,5.891727,5.088949,5.639887,5.349173,5.064648,5.380015,5.459015,4.654916
7.203328,7.225712,6.830166,7.53264,6.619761,6.906158,9.455452,9.633474,8.881937,5.403421,7.159949,7.199099,6.727653,7.558237,7.128573,7.372152,9.217274,9.898015,9.063709,5.682813
5.1808175,5.1550735,4.830174,4.253997,4.9554525,4.755015,5.1522505,4.163473,3.2410075,4.4113225,5.305897,4.9543315,4.487239,4.487252,4.860974,4.633776,5.158182,4.1869875,3.5923925,4.2196885
6.2057185,5.676028,6.3870175,5.9293065,6.360638,5.8015195,4.9761515,5.3677,5.0215155,5.2479155,6.30374,5.675424,6.1234375,6.1430495,6.6350365,5.759193,5.03726,5.123055,5.2249625,4.9641925
5.4387832,5.3289938,5.2015446,5.2131998,5.2297084,5.1080484,4.7102302,4.5857302,4.7561216,4.6892832,5.4694842,5.2618888,5.1766286,5.4124152,5.22329,4.7719196,4.714373,4.7115764,4.8015162,4.397832
10.62591,9.9591935,10.277984,10.093832,10.1785365,10.4081825,10.1060655,10.3584905,9.2824485,8.5934795,10.6829005,9.945292,10.387116,10.0587245,10.1943455,10.358809,10.272184,10.4365315,9.335132,8.7313635
8.5504998,8.0996008,8.4901004,8.360578,8.4955638,8.460612,8.5463438,8.5549,8.6182078,8.7305884,8.4983872,8.0878032,8.4613058,8.3295102,8.4690392,8.4983026,8.5901116,8.6331582,8.6241838,8.6970278
2.608754,2.499125,2.577859,2.459611,2.491033,2.688907,2.535707,2.551936,2.646367,2.82258,2.454627,2.617323,2.667899,2.448407,2.479737,2.437004,2.580425,2.498479,2.359525,2.710484
8.155049667,7.730255333,7.908162333,7.637113,7.737559333,7.780426667,7.443636333,7.955988667,7.408296333,6.333994333,8.132970333,7.670159667,7.90454,7.761911,7.933756667,7.786326333,7.452835,7.969525,7.411808667,6.647146
5.775075,4.905769,5.9426,6.356683,5.392689,5.694992,5.205856,5.519241,5.910482,4.883698,6.033864,5.720931,5.944089,6.65269,5.753208,5.841963,5.499361,5.911872,5.998036,5.198819
3.107459,2.967074,3.193926,3.226187,3.395471,2.934979,3.493709,3.125714,3.20735,3.881224,3.103984,3.313156,3.228199,2.757403,3.015137,2.732384,3.40727,2.899968,3.523638,2.967418
3.3359452,3.6890262,3.8414982,3.4848378,3.6206596,3.6850222,4.0684712,3.8310544,3.6773774,3.7207678,3.3689748,3.771519,3.8515908,3.6275528,3.8958894,3.6397446,4.11738,3.835972,3.7911788,4.1536344
6.977263,7.981089,7.768934,7.460958,7.527696,7.2257,8.378114,8.172544,7.190037,7.832817,6.736659,7.893283,7.888562,7.607926,7.826023,6.999458,8.471096,8.168518,7.27913,8.104493
5.94566,6.144736,6.04911,6.569993,6.360485,7.048706,7.103576,6.722527,7.733907,7.198274,5.777854,6.129613,5.713414,6.536398,6.35326,6.960026,6.836438,6.452896,7.837354,6.774001
10.138938,10.329679,10.64597,10.521899,10.442407,10.109404,9.88866,10.289274,10.469953,10.755439,10.223099,10.324914,10.681485,10.436209,10.579185,10.422139,9.806462,10.201994,10.530587,10.841248
10.173439,9.936863,11.028786,10.643355,10.561163,10.487978,10.0316125,9.9627645,10.002601,10.911114,10.1371825,9.8371405,10.952173,10.6687615,10.6173875,10.1942215,9.991413,9.9137645,10.0434505,10.9304295
7.51628,7.699385,6.350247,7.705213,7.280542,7.809973,7.665408,8.800135,8.835711,5.441176,7.418413,7.38031,6.396059,7.574462,7.273379,7.858112,7.659986,8.874684,8.818514,5.0789
3.07801,2.933464,2.979952,3.254309,3.148295,3.076362,2.912771,3.240379,3.105903,3.204028,2.789557,3.117091,2.893232,3.049577,2.807477,3.075351,2.871195,2.69412,2.832845,3.236194
8.263774,6.777498,7.690319,8.817271,7.275346,7.573064,8.50291,8.470458,9.699924,6.528469,8.337487,6.559593,7.86192,8.84346,7.69922,7.96186,8.351978,8.587188,9.796979,6.599003
8.351119,6.475214,7.567259,8.956244,7.524254,7.344138,8.664813,8.512211,9.61739,6.507034,8.415034,6.523965,7.591601,8.869078,7.825628,7.896695,8.66274,8.782232,9.875832,6.777846
7.928513,6.524622,7.284606,8.259428,7.32257,7.405772,8.37667,8.05818,9.163146,7.113022,7.849921,6.130933,7.183973,8.246618,7.404115,7.701076,8.263812,8.080451,9.335111,6.70863
7.646515,7.663591,7.505786,8.481559,7.828665,8.424478,8.793151,9.137998,9.594759,6.424926,7.725941,7.51519,7.319522,8.479883,8.019738,8.688966,8.580076,9.108849,9.579519,6.919521
7.547213,6.778803,6.92134,7.508228,7.292175,7.695845,8.5098015,8.676639,9.1481975,5.2912955,7.578683,6.4759295,6.866275,7.6972175,7.813983,7.9479925,8.3154995,8.853991,9.1169585,5.394046
4.6632185,3.9805155,4.300705,4.771783,4.2911255,5.5707205,5.810758,5.081986,5.7812885,4.4457935,4.2650685,4.137365,4.575738,4.7585555,4.405284,5.481908,5.924602,5.0649045,5.8185695,4.684466
8.321635,8.874742,7.971317,9.598207,8.405921,9.417956,9.035265,10.12734,11.247626,7.31778,8.182257,8.733508,7.957359,9.602359,8.632488,9.595463,8.94641,10.092381,11.280532,7.192143
7.079814,5.544311,6.31139,7.025609,6.416655,6.600628,7.260535,7.37878,8.269224,6.594492,6.986936,5.404375,6.481047,7.151191,6.537892,7.035053,7.154178,7.644178,8.584446,6.926018
5.196852,5.097158,5.457252,4.793855,4.932812,5.392917,5.307123,5.267132,6.227294,6.507522,5.112621,5.716897,5.425522,4.387197,5.466485,5.051425,5.12275,5.085242,6.371726,6.504561
5.571546,6.192642,6.645879,6.772909,5.752117,6.641082,7.306021,7.353583,6.921865,4.616788,5.38845,5.853522,6.746952,6.825587,6.125705,6.685799,7.042169,7.344093,7.147377,5.506503
7.829525,7.80221,7.648683,7.4131845,7.7255975,7.05619,6.714323,6.471089,5.6839245,6.5152565,7.740254,7.7954585,7.6323865,7.455328,7.774602,7.3986265,6.686712,6.7077755,5.991206,6.946171
3.173106,3.181045,3.137677,3.274856,3.302603,3.048858,3.338446,4.078215,3.366484,3.29639,3.603252,3.526359,3.258879,3.318713,3.440346,3.110393,3.547778,4.520703,3.643006,3.455362
5.038188,4.587787,4.814089,5.051131,4.464538,4.90872,5.102224,5.762783,6.930482,5.007929,4.736633,4.781334,4.901858,5.310554,4.773226,4.742683,5.402759,5.851844,6.982277,5.198524
3.89666,3.717932,3.906293,3.579484,4.064612,4.0546,3.667924,3.862337,4.234017,4.099437,3.987272,4.065427,3.842676,3.70377,4.238063,4.458635,3.63955,3.548526,3.544499,3.444577
7.414557,7.08049,5.615414,6.233822,6.980917,5.851887,4.191384,5.79366,4.221716,4.37827,7.430405,7.14903,5.699806,6.227028,7.102282,5.876507,4.582397,5.80618,4.77747,4.939708
2.955533,3.063119,2.805775,2.858075,2.661396,2.799315,2.937309,2.672328,2.766278,3.291527,2.725533,3.026596,2.778451,2.581975,2.707402,2.844898,2.723125,2.80353,2.769551,3.310107
3.381431,3.420119,3.401057,3.158825,3.454777,3.289288,3.327939,3.460426,3.798064,3.807882,3.275219,3.731921,3.617528,3.316694,3.294107,3.077365,3.418818,3.299136,3.073191,3.367362
4.263246,4.894189,4.753866,4.176664,4.650257,4.082597,4.454608,4.705362,3.683447,3.853619,3.813676,4.276334,4.543763,4.041895,4.508125,4.30398,4.255694,3.857697,3.668996,3.705357
3.72920875,3.51553625,3.7800715,3.5248735,3.71303675,3.9707725,4.1183825,3.80543725,3.902534,3.8367965,3.7926825,3.378407,3.730585,3.686474,3.84015175,3.75222975,4.163775,3.867857,3.95517325,3.827058
2.145795,2.205004,2.37788,2.319429,2.486673,2.354266,2.268822,2.45907,2.204927,2.616244,2.358841,2.212938,2.38255,2.701183,2.448967,2.624461,2.497087,2.411791,2.347899,2.772289
10.084164,10.138717,9.960525,9.784283,9.82718,9.749313,9.615227,9.573495,10.290817,9.958443,10.119142,10.095855,9.934144,9.902273,10.014234,10.132309,9.663995,9.69862,10.344414,10.227264
9.352709,9.220745,9.872228,9.879413,9.728808,9.311576,9.87284,9.171961,9.621835,9.114613,9.315294,9.400588,9.962732,9.819382,9.795327,9.498266,9.815528,9.167195,9.582344,9.313448
4.275068,4.359496333,4.483514,4.551555333,4.381435,4.417957667,4.813703667,4.711623667,4.897413333,4.780129333,4.300946,4.355935,4.493256333,4.423748333,4.438124,4.779537333,4.599866,4.490202333,4.758086667,5.26308
2.9033015,3.4073905,2.518366,2.3906715,2.6448715,2.9058455,3.242064,3.165618,2.404501,2.773786,2.8386965,2.860983,2.569585,2.562425,2.863241,2.611176,3.003776,3.3893275,2.9109665,2.626442
3.949772,3.884950667,4.063367,3.979892,3.859882,4.061651333,4.245301667,4.521786,3.889314333,3.982428667,3.766180333,3.829869667,3.955973,3.533157667,3.660019,4.146168667,4.032596,4.242746,3.418982,3.734311
10.549348,10.813219,11.084125,11.282329,11.199166,10.543945,11.102145,10.59024,11.401466,10.25456,10.710429,10.898273,11.164487,11.259662,11.33472,10.641462,11.190373,10.738931,11.53571,10.392041
4.32175,4.517484,4.706599,4.546012,4.436673,4.581795,4.487639,4.780789,4.764093,4.59749,4.389678,4.598843,4.758973,4.592223,4.603934,4.356078,4.830453,4.859435,4.699041,4.284957
3.461718,3.528695,3.392462,3.477729,3.51526,3.552922,3.457597,3.297351,3.360294,3.846046,3.321667,3.759753,3.351624,3.329956,3.305869,3.744398,3.198795,3.423711,3.130509,3.449378
3.7421995,3.56322,3.9805575,4.058972,3.7362535,3.963177,3.9761095,3.9322275,4.023203,4.260518,3.708731,3.8847455,3.914782,3.9178775,3.5418505,3.9875585,3.850445,3.8941855,3.84938,3.883439
4.77573475,4.41963575,4.6692885,4.4908265,4.5162885,4.6943085,5.0319185,5.5006325,4.66270325,4.40899325,4.70117725,4.297099,4.42024025,4.4947015,4.39829675,4.2270915,4.96866875,5.2017555,4.6121985,4.38730325
11.017579,10.965278,10.7686,10.6953,10.806648,10.888653,10.757492,11.398089,11.105937,9.00098,11.044887,10.843754,10.666801,10.652428,10.998445,10.940204,10.623492,11.324779,11.070776,9.005501
4.968737143,4.869559714,4.850088286,5.257196571,4.864405,4.793578143,4.790223286,4.837141714,4.865588286,4.976093286,4.812756429,4.873124571,4.963475429,5.114676143,4.769528429,4.974317857,4.688387143,4.886815,4.673955,4.939638286
6.5561124,6.2847978,6.5079298,6.361025,6.587663,6.7068324,6.380879,6.4219904,6.1399616,6.3086974,6.504611,6.2547002,6.4068978,6.407007,6.585885,6.6263966,6.2530782,6.3792344,6.1970644,5.8946612
5.100421,4.651767,4.688544,5.201173,4.664273,4.713896,4.606775,4.749103,5.023166,4.616029,4.788629,5.221034,4.839992,5.148062,4.456721,5.229582,4.749103,5.004506,4.514064,4.817431
7.8475545,7.720952,7.7671295,7.318967,8.485076,7.4639545,7.0621925,5.5402325,3.7546875,4.9585575,7.918286,7.742467,7.599232,7.3365785,8.6841865,7.3524635,7.1323795,5.438296,3.2304695,4.777893
12.711181,12.856633,13.127856,12.616494,12.985481,12.21535,11.199524,9.844664,6.617081,8.911578,12.758102,12.622376,13.028683,12.700608,12.866098,12.03801,11.257502,9.714237,6.504464,8.570814
2.668797,2.950809,2.668923,2.598209,2.656229,2.593964,2.950885,2.565263,2.568736,2.701555,2.601094,2.844536,2.825736,3.059173,3.074578,2.648586,3.288209,3.189174,2.344426,2.911276
10.08482,10.186588,9.5814345,9.28213,9.410152,9.6552695,8.0096235,5.0862565,4.3550935,5.4620495,10.0074715,10.228958,9.5944175,9.299879,9.577025,9.8280445,8.0786795,5.086235,4.024944,5.7530485
3.423172,3.579886,3.482,3.675555,3.55846,3.463316,3.593761,3.40337,3.513696,4.212293,3.38069,3.736373,3.258879,3.411098,3.266522,3.487775,3.547974,3.44562,3.310523,3.541173
2.7311225,2.962197,3.031626,3.047829,2.95793,3.031228,3.01114,3.0188315,3.04124,3.1825475,2.9768785,3.0965085,3.030235,2.962595,2.9332685,2.9303435,2.9325105,2.8897,3.108627,3.0057475
6.570926,7.55343,5.917117,6.34155,6.768889,5.255158,4.677547,4.524716,4.446291,4.608284,6.849652,7.500693,5.993359,6.245616,7.058078,5.225332,4.979722,4.199027,3.983482,4.560442
3.2573505,2.948465,3.679281,3.5709355,3.7676175,3.37392,3.0235165,2.981725,3.123827,3.0319815,3.507329,3.26257,3.8115065,3.841628,3.68374,3.1457235,3.365291,3.023215,3.428756,3.125857
4.654049,4.860328,4.905017,5.342678,4.809873,5.511108,5.674026,6.977369,5.109829,7.590249,4.573912,4.903086,4.860328,4.975612,4.736537,6.009258,5.753316,7.185941,4.957448,7.555343
4.557838,4.806135,4.563735,4.652117,4.505297,4.245229,4.424014,4.933965,4.672086,4.790348,4.574927,4.745743,4.52932,4.5354,4.781577,4.633076,4.424014,4.742197,4.795983,4.184943
8.890642286,8.974076,8.710973,8.343748714,9.169242286,7.958023571,7.311813,6.698154857,6.754167143,6.246675571,8.824267857,8.832847714,8.655015429,8.294072714,9.233084429,7.935647571,7.231042857,6.710889857,6.779552143,6.224955571
4.352612667,4.492269,4.472962667,4.486736667,4.534395667,4.382205333,4.378359667,4.276864333,4.461535333,4.657823,4.106699333,4.472531,4.237165333,4.312936667,4.597485667,4.257649333,3.924547,4.172334,4.313761,4.06469
3.3916855,3.4892655,3.3434195,3.465279,3.505152,3.567872,3.2359825,3.413209,3.567369,3.6392575,3.4955135,3.566883,3.361109,3.5550205,3.42151,3.6232225,3.517449,3.4884585,3.4995875,3.6393405
4.1711605,4.392419,3.811902,3.831439,3.96869525,3.87204725,3.6244335,4.0555165,3.839442,3.97987425,4.3612545,4.602438,3.7759595,3.73709675,4.122599,4.0863905,3.680486,4.378222,3.82864775,4.13135475
4.04007125,3.51070675,3.800158,3.6147655,3.63215325,3.9418525,3.79507,4.176686,3.954756,3.4091475,3.916644,3.63433625,3.611618,3.615125,3.4511925,4.0736015,3.769516,4.32408325,3.94125875,3.49100825
2.7887634,2.68434,2.7386902,2.764447,2.7425052,2.7512812,2.7050508,2.6066092,2.8972998,2.962122,2.7353132,2.7984678,2.752158,2.773505,2.6040146,2.595099,2.7947494,2.6736778,2.6504042,2.9176936
4.331829,4.242991,4.315115,5.062658,4.511638,4.266884,4.312969,4.142239,4.070457,4.749119,4.182844,4.454243,4.452174,4.288362,3.587736,4.160644,4.06768,3.685076,4.068471,3.98882
